"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"NCLIND","NCL Industries Limited","7(2)","G T Sandeep","Promoter Group","Equity Shares","143722","0.32",,"52500","9765000","Sell","Equity Shares","91222","0.2","25-Feb-2026","25-Feb-2026","25-Feb-2026","Inter-se-Transfer","-","-","0","0","0","0","NA","-","26-Feb-2026 20:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194705_1630608_26022026083115_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","NCL holdings (A&S) Ltd","Promoter Group","Equity Shares","101770","0.23",,"13449","2499900","Sell","Equity Shares","88321","0.2","25-Feb-2026","25-Feb-2026","25-Feb-2026","Inter-se-Transfer","-","-","0","0","0","0","NA","-","26-Feb-2026 20:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194705_1630608_26022026083115_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","KALIDINDI RAVI","Director","Equity Shares","3001731","6.63",,"40000","7473200","Buy","Equity Shares","3041731","6.72","25-Feb-2026","25-Feb-2026","25-Feb-2026","Inter-se-Transfer","-","-","0","0","0","0","NA","-","26-Feb-2026 20:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194705_1630608_26022026083115_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","Kakatiya Industries (P) Ltd","Promoter Group","Equity Shares","583932","1.29",,"150","27300","Buy","Equity Shares","584082","1.29","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 20:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194705_1630608_26022026083115_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","Kakatiya Industries (P) Ltd","Promoter Group","Equity Shares","570483","1.26",,"13449","2499900","Buy","Equity Shares","583932","1.29","25-Feb-2026","25-Feb-2026","25-Feb-2026","Inter-se-Transfer","-","-","0","0","0","0","NA","-","26-Feb-2026 20:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194705_1630608_26022026083115_WEB.xml"
"STEELXIND","STEEL EXCHANGE INDIA LIMITED","7(2)","Umashiv Garments Private Limited","Promoter Group","Equity Shares","246112650","19.73",,"14555375","112076387","Pledge Revoke","Equity Shares","246112650","19.73","24-Feb-2026","24-Feb-2026","24-Feb-2026","Revokation of Pledge","-","-","0","0","0","0","NA","-","26-Feb-2026 20:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194703_1630603_26022026081756_WEB.xml"
"STEELXIND","STEEL EXCHANGE INDIA LIMITED","7(2)","Vizag Profiles Private Limited","Promoter Group","Equity Shares","244877520","19.63",,"171600000","1321320000","Pledge Revoke","Equity Shares","244877520","19.63","24-Feb-2026","24-Feb-2026","24-Feb-2026","Revokation of Pledge","-","-","0","0","0","0","NA","-","26-Feb-2026 20:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194703_1630603_26022026081756_WEB.xml"
"STEELXIND","STEEL EXCHANGE INDIA LIMITED","7(2)","Vizag Profiles Private Limited","Promoter Group","Equity Shares","244877520","19.63",,"171600000","1429428000","Pledge","Equity Shares","244877520","19.63","26-Feb-2026","26-Feb-2026","26-Feb-2026","Pledge Creation","-","-","0","0","0","0","NA","-","26-Feb-2026 20:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194703_1630603_26022026081756_WEB.xml"
"REGAAL","Regaal Resources Limited","7(2)","Anil Kishorepuria","Promoters","Equity Shares","25181096","24.51",,"350000","23443146","Buy","Equity Shares","25531096","24.85","24-Feb-2026","24-Feb-2026","25-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 19:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194701_1630599_26022026075303_WEB.xml"
"DENTALKART","Vasa Denticity Limited","7(2)","SANDEEP AGGARWAL","Promoters","Equity Shares","4227500","24.38",,"90750","43840850","Sell","Equity Shares","4136750","23.86","12-Feb-2026","23-Feb-2026","25-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","26-Feb-2026 19:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194700_1630597_26022026075204_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Vama Sundari Investments (Delhi) Private Limited","Promoters","Equity Shares","1198648591","44.17",,"188702","270310744","Buy","Equity Shares","1198837293","44.18","20-Feb-2026","23-Feb-2026","24-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","26-Feb-2026 19:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194698_1630585_26022026074040_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Vama Sundari Investments (Delhi) Private Limited","Promoters","Equity Shares","1198837293","44.18",,"155016","209542794","Buy","Equity Shares","1198992309","44.18","24-Feb-2026","25-Feb-2026","26-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","26-Feb-2026 19:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194698_1630585_26022026074040_WEB.xml"
"IRB","IRB Infrastructure Developers Limited","7(2)","IRB Holding Private Limited (Formerly known as Mhaiskar Ventures Private Limited)","Promoter Group","Equity Shares","1784423150","29.55",,"500000","20469600","Buy","Equity Shares","1784923150","29.56","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 19:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194696_1630580_26022026073048_WEB.xml"
"IRB","IRB Infrastructure Developers Limited","7(2)","IRB Holding Private Limited (Formerly known as Mhaiskar Ventures Private Limited)","Promoter Group","Equity Shares","1784923150","29.56",,"1000000","41690100","Buy","Equity Shares","1785923150","29.57","26-Feb-2026","26-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 19:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194696_1630580_26022026073048_WEB.xml"
"CIEINDIA","CIE Automotive India Limited","7(2)","Anil Haridass","Director","Equity Shares","1741237","0.46",,"129008","64222415","Sell","Equity Shares","1612229","0.43","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","26-Feb-2026 18:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194693_1630554_26022026064943_WEB.xml"
"CIEINDIA","CIE Automotive India Limited","7(2)","Anjali Powar Haridass","Immediate relative","Equity Shares","1308580","0.34",,"123537","61452802","Sell","Equity Shares","1185043","0.31","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","26-Feb-2026 18:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194693_1630554_26022026064943_WEB.xml"
"CIEINDIA","CIE Automotive India Limited","7(2)","Anil Haridass","Director","Equity Shares","1741237","0.46",,"129008","64222415","Sell","Equity Shares","1612229","0.43","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","26-Feb-2026 18:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194693_1630554_26022026064943_WEB.xml"
"CIEINDIA","CIE Automotive India Limited","7(2)","Anjali Powar Haridass","Immediate relative","Equity Shares","1308580","0.34",,"123537","61452802","Sell","Equity Shares","1185043","0.31","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","26-Feb-2026 18:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194693_1630554_26022026064943_WEB.xml"
"GANESHIN","Ganesh Infraworld Limited","7(2)","Rishabh Bhatia","-","Equity Shares","13600","0.03",,"6400","501440","Buy","Equity Shares","20000","0.04","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 18:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194692_1630550_26022026064730_WEB.xml"
"GOKUL","Gokul Refoils and Solvent Limited","7(2)","Arjunsinh Rajput","Promoter Group","Equity Shares","1237778","1.25",,"5076","212381","Buy","Equity Shares","1242854","1.25","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","BSE","-","26-Feb-2026 18:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194689_1630543_26022026063902_WEB.xml"
"GOKUL","Gokul Refoils and Solvent Limited","7(2)","Arjunsinh Rajput","Promoter Group","Equity Shares","1242854","1.25",,"19924","822795","Buy","Equity Shares","1262778","1.27","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 18:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194689_1630543_26022026063902_WEB.xml"
"DOLLAR","Dollar Industries Limited","7(2)","V.K. Mercantile Private Limited","Promoter Group","Equity Shares","7904670","13.94",,"35000","10047450","Buy","Equity Shares","7939670","14","26-Feb-2026","26-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 18:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194687_1630536_26022026063227_WEB.xml"
"DOLLAR","Dollar Industries Limited","7(2)","V.K. Mercantile Private Limited","Promoter Group","Equity Shares","7852670","13.85",,"52000","15099760","Buy","Equity Shares","7904670","13.94","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 18:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194687_1630536_26022026063227_WEB.xml"
"JUBLFOOD","Jubilant Foodworks Limited","7(2)","Jubilant Consumer Private Limited","Promoters","Equity Shares","265752415","40.27",,"800000","414360000","Pledge","Equity Shares","265752415","40.27","26-Feb-2026","26-Feb-2026","26-Feb-2026","Pledge Creation","-","-","0","0","0","0","NA","-","26-Feb-2026 18:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194685_1630507_26022026061230_WEB.xml"
"FRACTAL","Fractal Analytics Limited","7(2)","SRIKANTH VELAMAKANNI","Promoters","Equity Shares","7395590","4.3",,"369187","310117080","Pledge","Equity Shares","7395590","4.3","24-Feb-2026","24-Feb-2026","25-Feb-2026","Pledge Creation","-","-","0","0","0","0","NA","-","26-Feb-2026 17:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194683_1630473_26022026053237_WEB.xml"
"RPPINFRA","R.P.P. Infra Projects Limited","7(2)","Ms. A Nithya","Promoters","Equity Shares","7699669","15.53",,"3980000","0","Sell","Equity Shares","3719669","7.5","24-Feb-2026","24-Feb-2026","24-Feb-2026","Gift","-","-","0","0","0","0","NA","-","26-Feb-2026 17:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194681_1630464_26022026052943_WEB.xml"
"RPPINFRA","R.P.P. Infra Projects Limited","7(2)","Ms. N A Tharunya","Promoters","Equity Shares","54157","0.11",,"4000000","0","Buy","Equity Shares","4054157","8.18","24-Feb-2026","24-Feb-2026","24-Feb-2026","Gift","-","-","0","0","0","0","NA","-","26-Feb-2026 17:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194681_1630464_26022026052943_WEB.xml"
"RPPINFRA","R.P.P. Infra Projects Limited","7(2)","Mr. P Arulsundaram","Promoters","Equity Shares","7699837","15.53",,"20000","0","Sell","Equity Shares","7679837","15.49","24-Feb-2026","24-Feb-2026","24-Feb-2026","Gift","-","-","0","0","0","0","NA","-","26-Feb-2026 17:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194681_1630464_26022026052943_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Swati Tushar Dahibawakar","-","Equity Shares","13702","0",,"500","1935250","Sell","Equity Shares","13202","0","24-Feb-2026","25-Feb-2026","25-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","26-Feb-2026 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194679_1630455_26022026052536_WEB.xml"
"LAOPALA","La Opala RG Limited","7(2)","GENESIS EXPORTS PRIVATE LIMITED","Promoters","Equity Shares","51919100","46.77",,"62900","13002247","Buy","Equity Shares","51982000","46.83","24-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 17:21","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194676_1630449_26022026052140_WEB.xml"
"PRIMECAB","Prime Cable Industries Limited","7(2)","NIKUNJ SINGLA","Promoters","Equity Shares","1945306","10.62",,"9600","725088","Buy","Equity Shares","1954906","10.66","24-Feb-2026","25-Feb-2026","25-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 17:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194674_1630441_26022026051250_WEB.xml"
"PRIMECAB","Prime Cable Industries Limited","7(2)","NAMAN SINGLA","Promoters","Equity Shares","1944030","10.61",,"8000","607760","Buy","Equity Shares","1952030","10.65","24-Feb-2026","25-Feb-2026","25-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 17:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194672_1630438_26022026051016_WEB.xml"
"DEVIT","Dev Information Technology Limited","7(2)","PRERAK PRADYUMNA SHAH","Promoter Group","Equity Shares","1875000","3.33",,"500000","12000000","Sell","Equity Shares","1375000","2.44","24-Feb-2026","24-Feb-2026","25-Feb-2026","Gift","-","-","0","0","0","0","NA","-","26-Feb-2026 16:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194670_1630418_26022026045238_WEB.xml"
"DEVIT","Dev Information Technology Limited","7(2)","PRAVINABEN PRADYUMNABHAI SHAH","Immediate relative","Equity Shares","255000","0.45",,"500000","12000000","Buy","Equity Shares","755000","1.34","24-Feb-2026","24-Feb-2026","25-Feb-2026","Gift","-","-","0","0","0","0","NA","-","26-Feb-2026 16:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194670_1630418_26022026045238_WEB.xml"
"JUBLINGREA","Jubilant Ingrevia Limited","7(2)","Jubilant Ingrevia Employees Welfare Trust","Other","Equity Shares","1347484","0.85",,"14367","8391046","Buy","Equity Shares","1361851","0.85","26-Feb-2026","26-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","MSEI","-","26-Feb-2026 16:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194667_1630404_26022026042818_WEB.xml"
"DIAMINESQ","Diamines & Chemicals Limited","7(2)","Amit M Mehta","Promoters","Equity Shares","1274639","13.03",,"200","47382","Buy","Equity Shares","1274839","13.03","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","BSE","-","26-Feb-2026 16:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194665_1630398_26022026042658_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","5846781","0.83",,"91674","21949506","Buy","Equity Shares","5938455","0.85","23-Feb-2026","23-Feb-2026","24-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 16:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194663_1630393_26022026041346_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","5938455","0.85",,"340000","78764400","Buy","Equity Shares","6278455","0.9","24-Feb-2026","24-Feb-2026","25-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 16:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194663_1630393_26022026041346_WEB.xml"
"AFFLE","Affle 3i Limited","7(2)","Affle (India) Limited Employees Welfare Trust","Other","Equity Shares","194625","0.13",,"10000","10500000","Sell","Equity Shares","184625","0.12","26-Feb-2026","26-Feb-2026","26-Feb-2026","ESOP","-","-","0","0","0","0","NSE","-","26-Feb-2026 16:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194661_1630386_26022026040712_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Arun Tyagi","Employees/Designated Employees","Equity Shares","46000","0.01",,"46000","10550100","Sell","Equity Shares","Nil","0","24-Feb-2026","24-Feb-2026","24-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","26-Feb-2026 16:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194659_1630378_26022026040524_WEB.xml"
"CINELINE","Cineline India Limited","7(2)","Rupal Kanakia Trust","Promoter Group","Equity Shares","3068800","8.96",,"2800000","231112000","Pledge","Equity Shares","3068800","8.96","24-Feb-2026","24-Feb-2026","25-Feb-2026","Pledge Creation","-","-","0","0","0","0","NA","-","26-Feb-2026 16:02","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194657_1630371_26022026040206_WEB.xml"
"CINELINE","Cineline India Limited","7(2)","Hiral Kanakia Trust","Promoter Group","Equity Shares","3068800","8.96",,"2800000","231112000","Pledge","Equity Shares","3068800","8.96","24-Feb-2026","24-Feb-2026","26-Feb-2026","Pledge Creation","-","-","0","0","0","0","NA","-","26-Feb-2026 15:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194655_1630364_26022026035732_WEB.xml"
"KOTYARK","Kotyark Industries Limited","7(2)","Manojkumar Pannalal Shah","Other","Equity Shares","9500","0.09",,"7200","1660295","Buy","Equity Shares","16700","0.16","16-Feb-2026","17-Feb-2026","24-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 15:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194654_1630361_26022026035448_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Rajeev Bhargava","Employees/Designated Employees","Equity Shares","Nil","0",,"642","239280","Buy","Equity Shares","642","0","23-Feb-2026","23-Feb-2026","24-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","26-Feb-2026 15:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194652_1630357_26022026035250_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Rajesh Derhgawen","Employees/Designated Employees","Equity Shares","Nil","0",,"60000","13399200","Buy","Equity Shares","60000","0.01","23-Feb-2026","23-Feb-2026","25-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","26-Feb-2026 15:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194652_1630357_26022026035250_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Aditi Kundu","Employees/Designated Employees","Equity Shares","10394","0",,"8617","1744943","Buy","Equity Shares","19011","0","23-Feb-2026","23-Feb-2026","24-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","26-Feb-2026 15:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194652_1630357_26022026035250_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Bhushan Shenolikar","Employees/Designated Employees","Equity Shares","100","0",,"400","99040","Buy","Equity Shares","500","0","23-Feb-2026","23-Feb-2026","24-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","26-Feb-2026 15:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194652_1630357_26022026035250_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Geno George Mattathil","Employees/Designated Employees","Equity Shares","Nil","0",,"13889","3101691","Buy","Equity Shares","13889","0","23-Feb-2026","23-Feb-2026","24-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","26-Feb-2026 15:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194652_1630357_26022026035250_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Pritesh Vora","Employees/Designated Employees","Equity Shares","10885","0",,"1600","596336","Buy","Equity Shares","12485","0","23-Feb-2026","23-Feb-2026","24-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","26-Feb-2026 15:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194652_1630357_26022026035250_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Vivek Sharma","Employees/Designated Employees","Equity Shares","1853","0",,"10000","2025000","Buy","Equity Shares","11853","0","23-Feb-2026","23-Feb-2026","24-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","26-Feb-2026 15:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194652_1630357_26022026035250_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Ujjwal Sharma","Employees/Designated Employees","Equity Shares","3631","0",,"1105","223763","Buy","Equity Shares","4736","0","23-Feb-2026","23-Feb-2026","25-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","26-Feb-2026 15:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194652_1630357_26022026035250_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Vaibhav Sahni","Employees/Designated Employees","Equity Shares","2830","0",,"5900","1194750","Buy","Equity Shares","8730","0","23-Feb-2026","23-Feb-2026","25-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","26-Feb-2026 15:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194652_1630357_26022026035250_WEB.xml"
